Exam_Score,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Internet_Access,Tutoring_Sessions,School_Type,Physical_Activity,Distance_from_Home,Motivation_Level
66,92,Medium,Medium,5,Yes,1,Public,4,Near,Medium
66,83,Medium,High,6,No,1,Private,3,Near,Low
69,96,Medium,Medium,7,Yes,1,Public,3,Near,High
70,85,High,High,8,Yes,1,Public,3,Moderate,Medium
63,88,High,Medium,6,No,1,Public,1,Near,Low
64,87,Low,Medium,8,Yes,1,Public,3,Near,High
65,78,High,Low,9,Yes,1,Public,2,Far,High
71,88,High,Medium,6,Yes,1,Public,4,Far,Medium
61,63,Medium,Medium,10,Yes,0,Public,3,Far,High
69,94,Low,Low,9,Yes,2,Public,3,Near,Low
69,91,High,Medium,7,Yes,1,Public,4,Moderate,Medium
66,70,Medium,Medium,7,Yes,1,Public,3,Near,Low
72,91,High,Medium,6,Yes,3,Public,2,Near,Medium
60,61,High,Medium,9,Yes,1,Public,3,Near,High
62,69,Low,Low,7,Yes,0,Public,1,Near,Medium
66,63,Medium,Medium,5,Yes,3,Public,5,Near,Medium
69,91,Medium,High,4,Yes,1,Private,2,Near,Low
69,90,High,Medium,7,Yes,2,Public,3,Moderate,Medium
71,93,Medium,High,7,Yes,3,Private,3,Near,Low
57,60,Medium,Low,6,Yes,1,Public,1,Near,Low
72,80,High,High,5,Yes,0,Private,4,Near,Medium
66,88,Low,Medium,4,Yes,1,Private,4,Far,Medium
66,66,Medium,Medium,6,Yes,1,Public,3,Near,Medium
70,86,Medium,Medium,6,Yes,3,Public,3,Near,Medium
67,63,Medium,Medium,8,Yes,2,Public,2,Near,Medium
65,67,Medium,Medium,7,Yes,1,Private,3,Moderate,Medium
63,79,Medium,Medium,9,Yes,1,Public,3,Near,Low
68,86,High,Low,8,Yes,3,Public,3,Near,Medium
63,66,Low,Medium,8,Yes,0,Public,3,Near,Medium
63,67,Medium,High,8,Yes,3,Private,5,Moderate,Medium
68,68,Medium,Medium,5,Yes,1,Public,4,Near,High
60,70,Medium,Medium,6,Yes,2,Public,0,Moderate,Medium
67,69,Medium,Medium,10,Yes,0,Private,2,Near,High
65,76,Low,Low,4,Yes,0,Public,3,Far,High
68,86,High,Low,7,Yes,0,Public,2,Near,Medium
62,78,Medium,Low,8,Yes,0,Public,2,Moderate,Medium
65,91,Medium,Low,4,Yes,2,Public,4,Near,Low
66,89,Medium,Medium,6,Yes,1,Private,3,Near,High
67,65,Medium,Medium,10,Yes,3,Public,4,Near,Low
60,62,Low,High,7,No,1,Public,2,Moderate,Low
74,95,Low,High,6,Yes,2,Public,4,Far,High
62,63,Low,Low,7,Yes,1,Public,4,Near,Medium
61,66,Low,Medium,6,Yes,0,Public,3,Moderate,Low
63,61,Medium,Medium,10,Yes,0,Public,4,Near,High
66,85,Medium,Low,6,Yes,2,Public,3,Far,Medium
65,83,Medium,Medium,6,Yes,1,Public,4,Near,Medium
72,99,Low,Medium,5,Yes,0,Private,3,Near,Medium
70,95,High,Medium,7,Yes,1,Private,2,Near,Medium
71,76,High,High,7,Yes,1,Public,3,Moderate,Medium
64,75,High,High,9,No,1,Private,2,Moderate,Medium
70,72,Medium,High,5,Yes,1,Public,2,Near,Low
68,66,Medium,Medium,8,Yes,2,Public,3,Near,Medium
61,66,Low,High,7,No,1,Public,3,Near,Medium
68,65,High,Medium,4,Yes,1,Public,2,Near,High
64,65,Low,Medium,6,Yes,1,Public,2,Near,Medium
64,70,Medium,High,6,Yes,2,Public,4,Near,Low
71,72,Medium,High,10,Yes,2,Private,4,Near,Medium
72,98,Medium,High,8,Yes,0,Private,2,Moderate,Medium
66,83,Medium,Medium,7,Yes,0,Public,1,Moderate,Medium
74,100,Low,Medium,4,Yes,4,Public,3,Near,Low
65,75,Medium,Medium,4,Yes,3,Public,3,Moderate,Medium
64,78,High,High,8,Yes,1,Public,3,Near,Low
69,73,High,Medium,8,Yes,1,Public,4,Moderate,Medium
62,67,Medium,Medium,6,No,1,Public,3,Near,Low
62,66,Medium,Medium,7,Yes,2,Public,2,Moderate,High
72,98,Low,Low,7,Yes,2,Public,3,Near,Medium
73,99,Medium,High,7,Yes,1,Public,3,Near,High
64,62,Medium,Low,6,Yes,1,Public,4,Moderate,High
65,66,Medium,Medium,8,Yes,2,Public,3,Near,Medium
70,77,High,High,9,Yes,1,Public,1,Near,Medium
66,67,Medium,Medium,6,Yes,1,Public,3,Moderate,High
70,75,Low,High,5,Yes,1,Public,2,Moderate,Low
63,65,Medium,High,6,Yes,2,Private,3,Near,Low
69,78,Low,Low,7,Yes,1,Public,4,Near,Medium
64,71,High,Medium,8,Yes,0,Public,2,Near,Low
63,74,Low,Medium,8,Yes,2,Private,5,Moderate,Medium
66,64,Medium,Medium,8,Yes,2,Private,3,Near,Low
68,77,Medium,Medium,8,Yes,2,Private,1,Moderate,Low
97,99,Medium,Medium,7,Yes,0,Public,3,Near,Medium
67,73,Low,Low,9,Yes,2,Public,1,Near,Medium
71,95,Medium,Medium,7,Yes,0,Private,4,Near,Medium
66,94,Low,Low,8,Yes,2,Public,2,Near,Low
72,98,Medium,Low,7,Yes,2,Public,2,Moderate,Medium
70,92,High,Medium,7,Yes,2,Public,4,Near,Low
69,86,Medium,Medium,7,Yes,1,Public,3,Far,Medium
66,94,Medium,Low,9,Yes,2,Public,3,Near,High
69,63,High,High,7,Yes,2,Private,3,Near,Low
65,79,Medium,Medium,6,No,2,Private,3,Near,Low
75,100,High,High,6,Yes,0,Public,4,Moderate,Medium
70,91,Low,Medium,8,Yes,2,Private,2,Moderate,Medium
70,98,High,Low,6,Yes,1,Public,3,Near,Low
69,91,Medium,High,7,Yes,2,Public,2,Far,Low
68,95,High,Medium,7,Yes,2,Public,2,Near,Medium
73,88,Low,Medium,6,Yes,4,Private,2,Moderate,High
74,90,Medium,Medium,5,Yes,0,Public,3,Moderate,High
66,81,Low,Low,5,Yes,0,Public,2,Moderate,Medium
74,97,High,Medium,6,Yes,1,Public,2,Far,High
67,93,Medium,Low,5,Yes,3,Public,2,Moderate,Low
67,94,High,Medium,8,Yes,1,Private,2,Far,Low
70,87,Medium,High,10,Yes,3,Private,2,Near,Low
67,72,Low,High,6,Yes,1,Public,2,Near,Medium
80,61,Medium,Low,6,Yes,3,Public,3,Moderate,High
70,97,Medium,High,6,Yes,1,Public,2,Moderate,Low
71,83,High,Medium,8,Yes,4,Public,4,Near,Low
64,72,Medium,Low,8,Yes,4,Private,2,Near,High
68,66,High,High,7,Yes,1,Public,3,Moderate,Medium
68,93,Medium,Medium,5,Yes,0,Public,3,Far,Medium
69,93,Medium,Medium,6,No,1,Public,3,Near,Medium
72,93,High,Low,7,Yes,1,Private,2,Near,Low
65,86,Medium,Medium,7,Yes,0,Private,5,Near,Medium
64,75,Low,Low,7,Yes,1,Private,4,Near,Medium
64,72,Medium,High,8,Yes,1,Public,4,Moderate,Low
58,60,Low,Medium,5,Yes,1,Public,4,Far,High
69,93,High,Medium,7,Yes,2,Public,3,Near,Low
61,63,High,Low,7,Yes,1,Public,3,Near,Medium
68,85,High,High,6,Yes,0,Public,2,Moderate,Medium
66,80,High,Medium,6,Yes,1,Private,4,Near,Low
68,81,Medium,Medium,8,Yes,1,Public,4,Near,Low
70,97,Low,High,5,Yes,2,Public,3,Moderate,Low
62,61,High,Low,10,Yes,4,Public,2,Moderate,Medium
71,91,Medium,Medium,8,Yes,2,Private,3,Near,Low
61,62,Medium,Medium,7,Yes,0,Public,3,Moderate,High
64,62,High,Medium,7,Yes,1,Public,3,Near,Low
65,77,Medium,Low,8,Yes,1,Public,2,Near,Medium
63,63,Low,Medium,6,Yes,3,Public,1,Near,Low
74,92,High,Medium,6,Yes,4,Private,3,Near,Low
68,81,Medium,High,9,Yes,2,Public,2,Near,Low
65,61,High,Medium,6,Yes,2,Public,3,Near,High
66,62,Medium,Medium,7,Yes,2,Public,2,Moderate,Low
69,85,Medium,High,6,Yes,1,Public,2,Moderate,Medium
69,92,Low,Medium,7,Yes,2,Private,2,Near,Low
70,78,High,Medium,8,Yes,3,Public,3,Near,Medium
70,82,Medium,Medium,10,Yes,3,Public,4,Near,High
71,92,Medium,Medium,6,Yes,1,Public,3,Near,Medium
72,84,Medium,Medium,5,Yes,1,Public,3,Near,Medium
61,69,Medium,Low,7,Yes,1,Public,4,Moderate,Medium
68,85,Medium,High,6,No,1,Private,3,Near,High
66,85,Medium,Low,7,Yes,3,Private,3,Near,Medium
70,89,Medium,Medium,8,Yes,1,Public,4,Near,Low
63,85,Medium,Low,10,No,0,Public,3,Near,Low
68,99,Medium,High,6,Yes,1,Public,3,Far,Medium
62,68,Low,Medium,4,No,1,Public,4,Near,Medium
69,98,Medium,High,7,Yes,3,Private,3,Near,Low
69,82,Medium,Medium,8,Yes,3,Public,4,Moderate,Medium
72,87,Medium,Low,6,Yes,1,Private,4,Near,Medium
64,64,High,Medium,7,Yes,2,Public,3,Near,Medium
63,75,Low,Medium,7,No,2,Public,4,Moderate,Medium
70,91,Medium,Medium,7,Yes,1,Public,3,Moderate,High
69,88,Low,Medium,8,No,1,Private,4,Near,Low
61,62,High,High,7,Yes,1,Private,2,Near,Medium
70,82,High,High,8,Yes,2,Public,3,Moderate,Low
64,64,Medium,Medium,4,Yes,1,Public,2,Near,Low
76,100,High,High,6,Yes,0,Public,4,Near,High
73,96,Medium,Medium,6,Yes,2,Public,2,Near,Medium
67,61,Low,Low,5,Yes,2,Public,3,Near,Medium
69,94,Medium,Medium,7,No,2,Public,3,Near,Medium
72,97,Medium,Medium,6,Yes,2,Private,4,Near,Low
66,74,Medium,Medium,6,Yes,4,Private,3,Moderate,Medium
70,89,Medium,Medium,8,Yes,3,Public,3,Near,Medium
73,78,Medium,High,7,Yes,2,Public,4,Near,Medium
68,86,High,Medium,5,No,2,Public,3,Near,Low
66,74,Medium,High,6,Yes,2,Public,3,Moderate,Medium
67,73,Low,Medium,8,Yes,4,Private,1,Near,Medium
67,77,Medium,Low,7,No,3,Private,3,Near,High
62,66,Medium,High,9,No,0,Private,3,Near,Medium
72,93,Low,Medium,8,Yes,2,Public,3,Near,Medium
65,74,Low,High,6,Yes,0,Public,4,Far,Medium
69,76,Medium,Low,9,Yes,1,Public,3,Near,Medium
69,96,Medium,High,9,Yes,2,Public,2,Near,Medium
69,80,High,Medium,4,No,0,Public,4,Moderate,Medium
69,82,Low,Low,7,Yes,0,Private,3,Near,Medium
69,98,Low,Medium,6,Yes,1,Public,2,Near,Medium
70,95,Medium,High,7,Yes,0,Public,3,Near,Low
67,67,High,Low,6,Yes,6,Private,3,Moderate,Medium
69,79,Medium,High,6,Yes,3,Public,3,Near,Medium
75,99,Medium,Medium,8,Yes,0,Public,5,Near,Medium
66,75,Low,Medium,5,Yes,2,Public,3,Near,Medium
63,75,Medium,Low,7,Yes,0,Public,2,Near,Medium
64,68,Medium,Medium,5,Yes,3,Private,4,Moderate,Medium
66,65,Medium,Medium,9,Yes,2,Private,2,Moderate,Medium
72,90,Medium,Medium,7,Yes,1,Public,4,Moderate,Medium
71,91,Medium,High,8,Yes,3,Public,4,Moderate,High
70,99,Low,Medium,7,Yes,0,Private,2,Far,Medium
67,91,High,Medium,7,Yes,2,Private,2,Near,Medium
65,70,Medium,Low,7,Yes,0,Public,3,Near,High
65,62,High,High,9,Yes,3,Private,4,Near,Low
73,99,Medium,Medium,6,Yes,0,Public,4,Near,Medium
66,74,Medium,Medium,4,Yes,1,Private,3,Near,Low
62,72,Low,Medium,6,Yes,0,Public,4,Near,High
71,96,Medium,High,5,Yes,2,Private,2,Near,Medium
66,83,Medium,High,8,Yes,3,Public,5,Near,Medium
65,69,High,High,7,No,1,Public,2,Far,Low
75,96,Medium,High,8,Yes,0,Private,2,Near,Medium
74,100,High,Medium,7,Yes,2,Public,4,Near,Medium
65,63,Medium,Low,7,Yes,1,Private,3,Moderate,High
71,94,Medium,Medium,7,Yes,2,Private,3,Near,Low
65,76,High,Low,9,Yes,1,Public,1,Near,Low
65,81,Medium,Low,7,Yes,0,Private,2,Near,High
67,97,Medium,Low,9,Yes,0,Public,4,Moderate,Medium
67,99,Medium,Low,9,Yes,2,Public,2,Moderate,Medium
66,70,Medium,Medium,7,Yes,2,Public,1,Near,Medium
67,69,High,Medium,7,Yes,1,Public,3,Near,High
66,63,Medium,Medium,6,No,2,Private,5,Near,Medium
65,82,Low,High,9,Yes,0,Public,2,Near,Medium
59,61,High,Medium,6,No,1,Public,3,Far,Low
69,76,High,High,6,Yes,4,Private,4,Moderate,Medium
63,63,Medium,Medium,7,Yes,2,Public,3,Near,High
65,76,Low,Medium,5,Yes,1,Private,4,Moderate,High
61,62,Medium,Low,6,Yes,2,Public,4,Near,High
68,93,Low,Medium,9,Yes,0,Public,1,Far,Medium
65,68,Medium,High,8,Yes,3,Public,2,Moderate,Medium
69,95,Medium,High,8,Yes,0,Private,3,Moderate,Medium
72,90,Low,Medium,10,Yes,2,Private,4,Near,High
59,69,Medium,Low,7,No,2,Private,3,Near,High
63,63,Medium,Medium,9,Yes,0,Public,2,Moderate,Low
69,89,Medium,Medium,8,Yes,3,Public,3,Near,High
67,76,Low,Low,7,Yes,1,Public,1,Near,High
70,91,Low,Medium,7,No,1,Public,3,Moderate,Medium
67,78,Medium,High,8,Yes,0,Private,4,Moderate,High
66,74,Medium,Medium,6,No,1,Public,2,Near,Medium
68,78,Medium,Medium,4,Yes,5,Public,3,Near,Medium
71,90,Low,High,6,Yes,1,Private,3,Near,Medium
69,96,High,Medium,4,Yes,3,Private,0,Near,Medium
65,62,High,Medium,6,Yes,0,Public,2,Moderate,Low
66,81,Medium,Medium,4,Yes,0,Private,3,Near,High
66,61,Medium,High,8,Yes,2,Public,4,Near,High
67,79,High,Medium,5,Yes,3,Public,3,Near,High
74,95,High,Medium,8,Yes,1,Public,4,Near,Low
66,74,High,High,8,Yes,3,Public,5,Moderate,Low
72,97,Medium,High,8,Yes,1,Public,3,Near,Medium
69,85,High,Low,4,Yes,0,Private,4,Near,High
68,97,Low,High,9,Yes,0,Private,4,Moderate,Medium
71,90,Medium,High,8,Yes,4,Private,3,Near,Medium
61,64,Medium,Medium,8,Yes,0,Public,2,Near,Medium
65,69,Medium,Medium,10,Yes,2,Private,3,Near,Low
71,76,Medium,High,8,Yes,4,Public,2,Near,Medium
59,67,Low,Medium,5,Yes,0,Private,3,Near,Low
71,80,High,Medium,8,Yes,1,Public,3,Near,Low
72,79,Medium,High,5,Yes,0,Public,3,Near,Medium
71,98,High,High,7,Yes,1,Private,3,Moderate,Medium
61,77,Low,Low,6,Yes,0,Public,5,Near,Low
67,91,Medium,Medium,7,Yes,1,Private,2,Moderate,Medium
67,98,Medium,Medium,5,Yes,0,Public,2,Moderate,Low
74,95,Medium,Medium,5,Yes,1,Private,4,Near,Medium
66,68,High,High,6,Yes,2,Public,3,Near,Low
63,80,Medium,Medium,7,Yes,1,Private,4,Near,Low
63,74,Medium,Medium,6,Yes,4,Private,3,Near,Low
68,76,High,High,9,Yes,1,Public,4,Far,Medium
65,74,Medium,Low,8,Yes,1,Public,3,Near,Low
66,93,Medium,Low,8,Yes,0,Public,3,Moderate,Medium
67,78,Medium,Medium,6,Yes,1,Private,3,Moderate,Medium
67,81,Medium,Medium,5,Yes,0,Private,2,Near,High
70,99,Medium,Low,7,Yes,0,Public,4,Near,High
65,62,Low,Medium,10,Yes,5,Private,4,Near,High
68,80,Medium,Medium,7,Yes,1,Public,3,Moderate,Medium
70,91,Medium,High,9,Yes,3,Public,4,Moderate,Low
66,66,High,Low,9,Yes,1,Public,3,Near,Medium
69,84,High,Medium,8,Yes,0,Private,4,Near,Medium
65,70,Medium,Medium,7,Yes,1,Public,2,Near,Medium
68,95,Medium,Medium,6,No,2,Public,3,Moderate,Medium
65,73,Low,Medium,7,Yes,3,Private,2,Far,Medium
70,73,Medium,High,6,Yes,1,Public,3,Near,High
65,84,Low,Low,7,Yes,1,Public,3,Near,High
67,67,High,Medium,5,Yes,3,Public,4,Near,High
64,71,High,Low,6,No,5,Public,4,Near,Low
68,77,Medium,Medium,8,Yes,2,Public,1,Moderate,High
70,74,Medium,High,6,Yes,4,Private,3,Near,Medium
64,81,Low,High,6,No,1,Public,3,Moderate,Medium
67,84,High,Medium,6,Yes,4,Public,3,Near,Low
68,83,High,High,7,Yes,2,Private,2,Near,Medium
67,86,Medium,Medium,4,Yes,5,Public,4,Near,Medium
66,72,Medium,Low,6,Yes,4,Public,2,Moderate,Low
66,65,Medium,High,8,No,2,Public,3,Moderate,Low
66,90,Medium,Low,7,Yes,2,Private,2,Near,Medium
67,94,Low,Low,8,Yes,2,Public,2,Near,Medium
69,70,Medium,Medium,4,Yes,2,Public,3,Near,Low
65,76,Low,Medium,6,Yes,3,Private,4,Near,Medium
68,80,Low,Low,7,Yes,4,Public,3,Moderate,Low
67,81,Low,High,8,Yes,2,Private,3,Near,Medium
69,86,Medium,Medium,9,Yes,1,Public,3,Near,Low
64,62,Medium,Medium,8,No,3,Public,3,Moderate,High
67,89,Medium,Medium,6,Yes,2,Public,4,Near,Low
67,62,High,Medium,6,Yes,2,Private,4,Near,Medium
67,79,Medium,High,9,Yes,1,Private,3,Near,Low
67,93,Medium,High,6,Yes,2,Private,3,Moderate,Medium
68,78,Medium,High,5,Yes,2,Public,4,Near,Low
65,66,Medium,Medium,7,Yes,4,Public,3,Near,High
70,99,Low,High,9,Yes,3,Public,1,Moderate,Low
68,96,Medium,Medium,6,Yes,1,Public,3,Near,Medium
72,91,High,Low,6,Yes,2,Public,4,Moderate,Medium
67,76,Medium,High,6,Yes,1,Public,3,Far,Medium
66,67,High,Low,8,Yes,2,Public,0,Moderate,Medium
68,98,Low,Low,7,Yes,0,Private,1,Moderate,Low
64,81,Medium,High,8,Yes,1,Public,2,Near,Medium
75,94,Medium,High,9,Yes,4,Private,2,Near,High
66,74,High,Low,5,Yes,1,Public,4,Moderate,High
67,73,High,High,6,Yes,0,Public,4,Near,Medium
71,99,High,High,6,No,1,Private,5,Near,Medium
68,81,Low,High,7,Yes,0,Public,4,Moderate,Low
65,66,Medium,Medium,8,Yes,2,Public,3,Near,Medium
67,69,Low,High,6,Yes,0,Public,3,Near,Low
66,79,Low,High,6,No,0,Private,2,Moderate,Low
60,62,Low,Medium,8,Yes,1,Public,1,Moderate,Medium
64,79,Medium,Medium,8,Yes,2,Private,3,Moderate,Low
64,91,Medium,Medium,4,Yes,3,Private,4,Moderate,Low
66,74,Medium,High,9,Yes,2,Private,3,Moderate,High
72,99,High,Medium,7,Yes,3,Public,3,Near,High
60,67,Low,Low,7,Yes,0,Public,4,Moderate,Medium
69,84,Low,High,6,Yes,3,Public,3,Near,Low
62,64,Medium,Medium,6,Yes,2,Public,1,Near,Medium
70,89,Medium,Medium,6,Yes,3,Private,3,Near,Medium
65,100,Low,Low,4,Yes,3,Public,2,Near,Low
77,93,High,Medium,6,Yes,2,Public,4,Near,High
71,82,Medium,High,5,Yes,0,Public,3,Near,Medium
66,79,Medium,High,7,Yes,4,Public,3,Near,High
74,93,Medium,Medium,5,Yes,2,Public,3,Near,Medium
70,97,Medium,High,8,Yes,1,Public,3,Near,Medium
69,100,Medium,Medium,5,Yes,2,Private,2,Moderate,Medium
64,76,Medium,Medium,9,Yes,2,Public,2,Moderate,Low
69,100,Medium,Medium,8,Yes,1,Public,2,Moderate,High
68,66,High,High,5,Yes,1,Public,3,Near,Medium
63,70,Medium,Low,7,No,1,Public,4,Moderate,Medium
61,64,Medium,Medium,6,Yes,1,Private,2,Near,Medium
61,71,Medium,Medium,8,Yes,0,Public,5,Near,Medium
65,91,Medium,Low,10,Yes,0,Public,4,Moderate,Medium
65,94,Medium,High,9,Yes,3,Private,2,Moderate,Medium
69,91,High,Medium,6,Yes,0,Private,3,Moderate,High
69,85,High,High,7,Yes,3,Public,2,Moderate,High
65,81,Low,Medium,9,Yes,1,Public,2,Near,Medium
72,88,Low,High,8,Yes,3,Public,1,Moderate,Medium
69,76,High,High,9,Yes,3,Private,0,Moderate,Medium
71,94,High,Medium,8,Yes,1,Public,3,Moderate,Low
67,87,Medium,Medium,7,Yes,2,Public,3,Moderate,Medium
72,88,Medium,High,7,Yes,0,Private,2,Near,Medium
70,81,High,High,5,Yes,0,Public,3,Near,Low
68,95,Low,Medium,6,Yes,1,Public,3,Near,High
66,70,Medium,Medium,6,Yes,3,Private,4,Near,Medium
68,75,Medium,High,6,Yes,4,Public,4,Near,Low
71,91,High,Low,7,Yes,1,Private,3,Near,Low
63,80,Low,Medium,7,Yes,2,Private,3,Far,High
70,96,Medium,High,7,No,2,Private,4,Moderate,Medium
65,74,Medium,High,8,Yes,1,Public,2,Moderate,High
70,75,High,High,6,Yes,2,Public,4,Near,Medium
65,96,Medium,Low,8,Yes,3,Public,5,Near,Low
68,79,High,High,9,Yes,0,Public,2,Moderate,Medium
69,81,High,Medium,8,Yes,1,Private,2,Near,Low
66,73,Medium,Medium,6,Yes,3,Public,3,Moderate,High
62,71,Low,Medium,8,Yes,0,Private,3,Far,Medium
70,86,Medium,High,8,Yes,2,Public,5,Near,High
65,65,High,Low,8,Yes,2,Public,2,Moderate,Medium
71,95,Low,High,9,Yes,0,Public,2,Near,Low
68,91,Medium,High,8,Yes,2,Private,0,Moderate,Medium
65,68,Low,Low,9,Yes,0,Public,3,Near,Medium
70,88,Low,High,7,No,1,Private,2,Near,High
69,84,Medium,High,6,Yes,0,Public,3,Moderate,Medium
66,67,Medium,Low,9,Yes,1,Private,3,Moderate,Medium
66,71,Medium,Medium,6,Yes,1,Public,5,Moderate,Low
67,76,High,Medium,10,Yes,2,Public,4,Near,Low
63,88,Low,Medium,9,Yes,1,Public,3,Moderate,Medium
70,86,Low,High,7,Yes,2,Private,3,Moderate,Medium
65,81,High,Medium,9,Yes,0,Public,3,Far,Medium
70,91,Medium,High,8,Yes,3,Private,2,Moderate,Medium
74,90,Medium,High,5,Yes,1,Public,2,Moderate,Low
69,85,High,Medium,6,Yes,0,Public,3,Moderate,Medium
68,91,High,Medium,7,Yes,0,Public,4,Near,Low
64,73,Medium,Medium,7,Yes,1,Private,3,Near,Medium
73,95,High,Medium,9,Yes,2,Public,3,Near,Low
66,85,Medium,Medium,7,Yes,4,Public,3,Moderate,Medium
65,93,Medium,Low,5,Yes,0,Public,3,Moderate,Low
66,82,High,Low,6,Yes,0,Private,1,Moderate,High
67,69,Medium,Low,8,Yes,0,Public,5,Near,Medium
67,82,Medium,High,4,Yes,0,Public,3,Near,Medium
66,75,Medium,Medium,5,Yes,0,Private,3,Near,High
69,88,Medium,Low,6,Yes,3,Public,3,Near,Low
69,79,Medium,Medium,8,Yes,4,Private,1,Near,Medium
68,93,Medium,Low,7,Yes,2,Public,3,Far,High
64,87,Low,Low,8,No,1,Public,1,Near,Medium
70,87,Medium,Medium,7,Yes,1,Public,2,Near,Medium
67,69,Medium,Medium,7,Yes,1,Public,4,Near,Medium
68,99,Low,Low,6,Yes,1,Public,3,Far,Medium
67,94,Medium,Medium,8,Yes,0,Public,3,Moderate,Medium
73,92,High,Medium,5,Yes,1,Public,2,Near,Low
65,73,Medium,Medium,7,Yes,1,Public,3,Far,Medium
69,81,Medium,High,9,Yes,3,Public,3,Near,Medium
63,65,Medium,Medium,6,Yes,1,Private,3,Near,Medium
68,82,Medium,Medium,5,Yes,3,Public,4,Near,Medium
64,66,Medium,High,4,Yes,0,Public,3,Near,High
68,82,Low,High,8,Yes,2,Public,4,Moderate,Medium
66,86,Medium,High,8,Yes,2,Public,4,Far,Medium
65,76,Medium,Medium,6,Yes,2,Public,3,Moderate,Low
69,80,Medium,Medium,5,Yes,4,Private,2,Near,Low
69,95,Low,Medium,7,Yes,2,Public,2,Near,High
64,64,Low,High,9,No,2,Public,4,Near,Medium
74,92,High,High,5,Yes,0,Public,2,Near,High
64,67,High,Medium,9,Yes,1,Public,3,Near,Medium
63,61,Medium,Low,4,Yes,3,Public,4,Near,Medium
64,67,High,Medium,5,No,0,Public,4,Moderate,Medium
71,91,Medium,Medium,7,Yes,3,Public,3,Moderate,Medium
68,76,Low,High,8,Yes,2,Public,3,Near,Medium
72,95,Medium,Medium,9,Yes,4,Public,4,Near,Low
67,81,Medium,Low,8,Yes,1,Private,4,Near,High
64,61,Medium,High,9,Yes,0,Private,3,Near,Medium
70,89,Medium,Low,7,Yes,2,Public,1,Near,Medium
65,64,High,Medium,6,Yes,2,Public,3,Near,Low
69,92,High,Medium,9,Yes,2,Public,2,Moderate,High
65,67,High,Medium,9,Yes,2,Public,2,Moderate,High
66,74,High,Medium,8,Yes,1,Public,3,Near,Medium
67,90,High,Medium,8,Yes,0,Public,3,Moderate,Medium
68,98,Medium,Low,9,Yes,1,Public,4,Near,Medium
65,75,Medium,Medium,8,Yes,0,Private,3,Moderate,Medium
68,93,Medium,Medium,7,No,0,Public,2,Near,High
63,68,Medium,High,8,No,2,Public,2,Near,High
71,92,Medium,Medium,8,Yes,1,Private,5,Near,Medium
71,86,High,Medium,8,Yes,1,Public,4,Near,Medium
65,68,High,Medium,7,Yes,2,Public,3,Near,Medium
65,72,Medium,Low,8,Yes,2,Public,2,Far,Medium
61,65,Medium,Low,8,Yes,1,Public,3,Moderate,Medium
68,75,High,High,7,Yes,0,Public,4,Near,Low
65,68,Low,Medium,6,Yes,4,Private,4,Near,Low
66,86,Low,Medium,9,Yes,0,Public,4,Moderate,Medium
69,100,High,Low,5,Yes,2,Public,4,Moderate,Low
65,60,High,High,6,Yes,3,Private,2,Moderate,Low
65,82,Medium,High,7,Yes,1,Public,3,Near,Medium
70,83,High,Medium,4,Yes,2,Private,4,Moderate,High
70,97,Medium,Medium,9,Yes,1,Private,2,Moderate,Medium
67,80,Medium,Medium,7,Yes,2,Public,4,Near,Medium
75,82,Medium,High,9,Yes,3,Public,4,Near,High
65,79,Low,Low,10,Yes,3,Private,3,Moderate,Low
66,71,Medium,Medium,7,No,2,Private,3,Moderate,Medium
67,76,Low,Medium,5,Yes,0,Private,4,Far,Low
62,62,Low,Medium,8,Yes,2,Public,1,Near,High
66,82,Medium,Medium,6,Yes,0,Private,4,Near,Medium
66,72,Low,High,8,Yes,1,Public,2,Near,Low
64,81,High,Low,8,Yes,0,Public,2,Far,High
60,65,Low,Medium,7,Yes,2,Public,2,Near,Medium
70,97,Medium,Medium,8,No,3,Private,3,Near,Medium
72,96,Medium,Medium,8,Yes,2,Public,3,Near,Medium
67,68,High,Medium,7,Yes,0,Public,2,Near,Medium
67,74,Medium,High,10,Yes,1,Public,3,Moderate,Low
72,85,Medium,Medium,7,Yes,1,Public,3,Near,Medium
63,64,High,High,9,No,1,Public,3,Moderate,Medium
60,74,Low,Medium,9,Yes,0,Public,2,Far,Medium
65,70,Medium,Medium,4,Yes,1,Public,4,Near,Medium
72,97,High,Medium,9,Yes,2,Public,1,Moderate,High
70,94,Medium,High,9,Yes,0,Private,3,Near,Low
71,83,High,Medium,7,Yes,1,Public,4,Near,High
66,81,Low,Medium,8,Yes,1,Private,4,Moderate,Low
72,97,Low,Medium,8,Yes,2,Public,4,Moderate,High
73,97,Low,Medium,9,Yes,3,Public,3,Near,High
71,99,High,Medium,6,Yes,2,Public,3,Near,Medium
64,65,High,Low,9,Yes,4,Public,2,Far,Medium
66,66,Medium,High,5,Yes,1,Private,3,Moderate,Medium
69,87,Medium,Medium,4,Yes,1,Public,3,Near,High
66,82,Low,Medium,8,Yes,1,Private,3,Near,Low
63,61,Medium,High,9,Yes,0,Public,2,Near,Medium
62,62,Medium,Medium,7,Yes,0,Public,3,Near,Medium
98,96,High,Low,4,Yes,1,Public,3,Near,High
71,95,High,High,5,Yes,1,Private,2,Near,Low
66,74,High,Medium,8,Yes,0,Public,4,Near,Medium
